,score,id,url_num,author,title,venue,vol,pages,year,pub_type,key,doi,ee,url,num
0,2,23867,URL#23867,"[{'@pid': '220/0089', 'text': 'Mohammad A. Hassonah'}, {'@pid': '52/8946', 'text': 'Rizik M. H. Al-Sayyed'}, {'@pid': '75/8371', 'text': 'Ali Rodan'}, {'@pid': '210/0901', 'text': 'Ala&apos; M. Al-Zoubi'}, {'@pid': '61/10168', 'text': 'Ibrahim Aljarah'}, {'@pid': '58/10459', 'text': 'Hossam Faris'}]",An efficient hybrid filter and evolutionary wrapper approach for sentiment analysis of various topics on Twitter.,Knowl. Based Syst.,192,105353,2020,Journal Articles,journals/kbs/HassonahARAAF20,10.1016/J.KNOSYS.2019.105353,https://doi.org/10.1016/j.knosys.2019.105353,https://dblp.org/rec/journals/kbs/HassonahARAAF20,
1,2,151968,URL#151968,"[{'@pid': '55/6987', 'text': 'Yu Suzuki'}]",Filtering Method for Twitter Streaming Data Using Human-in-the-Loop Machine Learning.,JIP,27,404-410,2019,Journal Articles,journals/jip/Suzuki19,10.2197/IPSJJIP.27.404,https://doi.org/10.2197/ipsjjip.27.404,https://dblp.org/rec/journals/jip/Suzuki19,
2,2,210564,URL#210564,"[{'@pid': '157/2697', 'text': 'Teng-Chieh Huang'}, {'@pid': '99/7855', 'text': 'Razieh Nokhbeh Zaeem'}, {'@pid': 'b/KSuzanneBarber', 'text': 'K. Suzanne Barber'}]",It Is an Equal Failing to Trust Everybody and to Trust Nobody - Stock Price Prediction Using Trust Filters and Enhanced User Sentiment on Twitter.,ACM Trans. Internet Techn.,19,48:1-48:20,2019,Journal Articles,journals/toit/HuangZB19,10.1145/3338855,https://doi.org/10.1145/3338855,https://dblp.org/rec/journals/toit/HuangZB19,4
3,2,249648,URL#249648,"[{'@pid': '252/4386', 'text': 'Ruchi Ookalkar'}, {'@pid': '218/0735', 'text': 'Kolli Vishal Reddy'}, {'@pid': '67/1320', 'text': 'Eric Gilbert'}]",Pop - Bursting News Filter Bubbles on Twitter Through Diverse Exposure.,CSCW Companion,,18-22,2019,Conference and Workshop Papers,conf/cscw/OokalkarRG19,10.1145/3311957.3359513,https://doi.org/10.1145/3311957.3359513,https://dblp.org/rec/conf/cscw/OokalkarRG19,
4,2,374406,URL#374406,"[{'@pid': '176/4960', 'text': 'Quentin Grossetti'}, {'@pid': '30/5741', 'text': 'Cédric du Mouza'}, {'@pid': '75/5308', 'text': 'Nicolas Travers'}]",Community-Based Recommendations on Twitter - Avoiding the Filter Bubble.,WISE,,212-227,2019,Conference and Workshop Papers,conf/wise/GrossettiMT19,10.1007/978-3-030-34223-4_14,https://doi.org/10.1007/978-3-030-34223-4_14,https://dblp.org/rec/conf/wise/GrossettiMT19,
5,2,508587,URL#508587,"[{'@pid': '160/2341', 'text': 'Mohammad Ebrahimi'}, {'@pid': '167/2174', 'text': 'Elaheh ShafieiBavani'}, {'@pid': '53/3032', 'text': 'Raymond K. Wong'}, {'@pid': '52/488-1', 'text': 'Fang Chen 0001'}]",Twitter user geolocation by filtering of highly mentioned users.,J. Assoc. Inf. Sci. Technol.,69,879-889,2018,Journal Articles,journals/jasis/EbrahimiSWC18,10.1002/ASI.24011,https://doi.org/10.1002/asi.24011,https://dblp.org/rec/journals/jasis/EbrahimiSWC18,7
6,2,579210,URL#579210,"[{'@pid': '148/7274', 'text': 'Yihong Zhang 0001'}, {'@pid': '11/1325', 'text': 'Claudia Szabo'}, {'@pid': 's/QuanZSheng', 'text': 'Quan Z. Sheng'}, {'@pid': '162/8840', 'text': 'Xiu Susie Fang'}]",SNAF - Observation filtering and location inference for event monitoring on twitter.,World Wide Web,21,311-343,2018,Journal Articles,journals/www/ZhangSSF18,10.1007/S11280-017-0453-1,https://doi.org/10.1007/s11280-017-0453-1,https://dblp.org/rec/journals/www/ZhangSSF18,2
7,2,616241,URL#616241,"[{'@pid': '201/7905', 'text': 'Lisa Branz'}, {'@pid': '146/1794', 'text': 'Patricia Brockmann'}]","Sentiment Analysis of Twitter Data - Towards Filtering, Analyzing and Interpreting Social Network Data.",DEBS,,238-241,2018,Conference and Workshop Papers,conf/debs/BranzB18,10.1145/3210284.3219769,https://doi.org/10.1145/3210284.3219769,https://dblp.org/rec/conf/debs/BranzB18,
8,2,616699,URL#616699,"[{'@pid': '55/6987', 'text': 'Yu Suzuki'}, {'@pid': '57/1548-1', 'text': 'Satoshi Nakamura 0001'}]",Information Filtering Method for Twitter Streaming Data Using Human-in-the-Loop Machine Learning.,DEXA,,167-175,2018,Conference and Workshop Papers,conf/dexa/Suzuki018,10.1007/978-3-319-98812-2_13,https://doi.org/10.1007/978-3-319-98812-2_13,https://dblp.org/rec/conf/dexa/Suzuki018,
9,2,803983,URL#803983,"[{'@pid': 't/MikeThelwall', 'text': 'Mike Thelwall'}, {'@pid': '97/11058', 'text': 'Farida Vis'}]","Gender and image sharing on Facebook, Twitter, Instagram, Snapchat and WhatsApp in the UK - Hobbying alone or filtering for friends?",Aslib J. Inf. Manag.,69,702-720,2017,Journal Articles,journals/aslib/ThelwallV17,10.1108/AJIM-04-2017-0098,https://doi.org/10.1108/AJIM-04-2017-0098,https://dblp.org/rec/journals/aslib/ThelwallV17,6
10,2,850898,URL#850898,"[{'@pid': '183/9556', 'text': 'Mahdi Washha'}, {'@pid': '54/11207', 'text': 'Manel Mezghani'}, {'@pid': '87/5209', 'text': 'Florence Sèdes'}]",Behavioural account-based features for filtering out social spammers in large-scale twitter data collections.,Ingénierie des Systèmes d&apos;Information,22,65-88,2017,Journal Articles,journals/isi/WashhaMS17,10.3166/ISI.22.3.65-88,https://doi.org/10.3166/isi.22.3.65-88,https://dblp.org/rec/journals/isi/WashhaMS17,3
11,2,995985,URL#995985,"[{'@pid': '219/2692', 'text': 'Elizabeth Healy'}, {'@pid': '219/2734', 'text': 'Husna Siddiqui'}, {'@pid': '119/0210', 'text': 'Aspen Olmsted'}]",Classifying influenza outbreaks by analyzing and filtering Twitter data.,ICITST,,205-207,2017,Conference and Workshop Papers,conf/icitst/HealySO17,10.23919/ICITST.2017.8356381,https://doi.org/10.23919/ICITST.2017.8356381,https://dblp.org/rec/conf/icitst/HealySO17,
12,2,1258566,URL#1258566,"[{'@pid': '160/8732', 'text': 'Feifan Fan'}, {'@pid': '25/2643', 'text': 'Yansong Feng'}, {'@pid': '56/10525', 'text': 'Lili Yao'}, {'@pid': '63/1870', 'text': 'Dongyan Zhao 0001'}]",Adaptive Evolutionary Filtering in Real-Time Twitter Stream.,CIKM,,1079-1088,2016,Conference and Workshop Papers,conf/cikm/FanFYZ16,10.1145/2983323.2983760,https://doi.org/10.1145/2983323.2983760,https://dblp.org/rec/conf/cikm/FanFYZ16,
13,2,1299418,URL#1299418,"[{'@pid': '182/7600', 'text': 'Briti Deb'}, {'@pid': '10/4497', 'text': 'Indrajit Mukherjee'}, {'@pid': '09/1571', 'text': 'Satish Narayana Srirama'}, {'@pid': '67/1948', 'text': 'Eero Vainikko'}]",A semantic followee recommender in Twitter using Topicmodel and Kalman filter.,ICCA,,649-656,2016,Conference and Workshop Papers,conf/icca/DebMSV16,10.1109/ICCA.2016.7505352,https://doi.org/10.1109/ICCA.2016.7505352,https://dblp.org/rec/conf/icca/DebMSV16,
14,2,1338193,URL#1338193,"[{'@pid': '02/7776', 'text': 'Yue Fei'}, {'@pid': '85/6478', 'text': 'Chao Lv'}, {'@pid': '25/2643', 'text': 'Yansong Feng'}, {'@pid': '63/1870', 'text': 'Dongyan Zhao 0001'}]",Real-time Filtering on Interest Profiles in Twitter Stream.,JCDL,,263-264,2016,Conference and Workshop Papers,conf/jcdl/FeiLFZ16,10.1145/2910896.2925462,https://doi.org/10.1145/2910896.2925462,https://dblp.org/rec/conf/jcdl/FeiLFZ16,
15,2,1382565,URL#1382565,"[{'@pid': '32/6896', 'text': 'Alberto Bartoli'}, {'@pid': '83/2099', 'text': 'Barbara Carminati'}, {'@pid': 'f/ElenaFerrari', 'text': 'Elena Ferrari'}, {'@pid': '49/5937', 'text': 'Eric Medvet'}]",A Language and an Inference Engine for Twitter Filtering Rules.,WI,,614-617,2016,Conference and Workshop Papers,conf/webi/BartoliCFM16,10.1109/WI.2016.0107,https://doi.org/10.1109/WI.2016.0107,https://dblp.org/rec/conf/webi/BartoliCFM16,
16,2,1464327,URL#1464327,"[{'@pid': '22/7512', 'text': 'Martin J. Chorley'}, {'@pid': '89/6497', 'text': 'Gualtiero B. Colombo'}, {'@pid': '45/2500', 'text': 'Stuart M. Allen'}, {'@pid': '41/3683', 'text': 'Roger M. Whitaker'}]",Human content filtering in Twitter - The influence of metadata.,Int. J. Hum. Comput. Stud.,74,32-40,2015,Journal Articles,journals/ijmms/ChorleyCAW15,10.1016/J.IJHCS.2014.10.001,https://doi.org/10.1016/j.ijhcs.2014.10.001,https://dblp.org/rec/journals/ijmms/ChorleyCAW15,
17,2,1555859,URL#1555859,"[{'@pid': '150/5408', 'text': 'Payam Karisani'}, {'@pid': '32/3389', 'text': 'Farhad Oroumchian'}, {'@pid': '65/248', 'text': 'Maseud Rahgozar'}]",Tweet Expansion Method for Filtering Task in Twitter.,CLEF,,55-64,2015,Conference and Workshop Papers,conf/clef/KarisaniOR15,10.1007/978-3-319-24027-5_5,https://doi.org/10.1007/978-3-319-24027-5_5,https://dblp.org/rec/conf/clef/KarisaniOR15,
18,2,1625667,URL#1625667,"[{'@pid': '24/6180', 'text': 'De Wang'}, {'@pid': 'p/CaltonPu', 'text': 'Calton Pu'}]",BEAN - A BEhavior ANalysis Approach of URL Spam Filtering in Twitter.,IRI,,403-410,2015,Conference and Workshop Papers,conf/iri/WangP15,10.1109/IRI.2015.69,https://doi.org/10.1109/IRI.2015.69,https://dblp.org/rec/conf/iri/WangP15,
19,2,1637367,URL#1637367,"[{'@pid': '84/1101', 'text': 'Kohei Hayashi'}, {'@pid': '05/8510', 'text': 'Takanori Maehara'}, {'@pid': '16/482', 'text': 'Masashi Toyoda'}, {'@pid': '45/6846', 'text': 'Ken-ichi Kawarabayashi'}]",Real-Time Top-R Topic Detection on Twitter with Topic Hijack Filtering.,KDD,,417-426,2015,Conference and Workshop Papers,conf/kdd/HayashiMTK15,10.1145/2783258.2783402,https://doi.org/10.1145/2783258.2783402,https://dblp.org/rec/conf/kdd/HayashiMTK15,
20,2,1683649,URL#1683649,"[{'@pid': '177/0317', 'text': 'Ahmad Faisal Abidin'}, {'@pid': '07/1716', 'text': 'Mario Kolberg'}, {'@pid': '03/6772', 'text': 'Amir Hussain'}]",Integrating Twitter Traffic Information with Kalman Filter Models for Public Transportation Vehicle Arrival Time Prediction.,Big-Data Analytics and Cloud Computing,,67-82,2015,Parts in Books or Collections,books/sp/15/AbidinKH15,10.1007/978-3-319-25313-8_5,https://doi.org/10.1007/978-3-319-25313-8_5,https://dblp.org/rec/books/sp/15/AbidinKH15,
21,2,1726641,URL#1726641,"[{'@pid': '61/6257', 'text': 'Engin Bozdag'}, {'@pid': '72/5851', 'text': 'Qi Gao'}, {'@pid': 'h/GeertJanHouben', 'text': 'Geert-Jan Houben'}, {'@pid': '96/4299', 'text': 'Martijn Warnier'}]",Does offline political segregation affect the filter bubble? An empirical analysis of information diversity for Dutch and Turkish Twitter users.,Comput. Hum. Behav.,41,405-415,2014,Journal Articles,journals/chb/BozdagGHW14,10.1016/J.CHB.2014.05.028,https://doi.org/10.1016/j.chb.2014.05.028,https://dblp.org/rec/journals/chb/BozdagGHW14,
22,2,1730393,URL#1730393,"[{'@pid': '17/5702-1', 'text': 'Sangho Lee 0001'}, {'@pid': '46/2217', 'text': 'Jong Kim 0001'}]",Early filtering of ephemeral malicious accounts on Twitter.,Comput. Commun.,54,48-57,2014,Journal Articles,journals/comcom/LeeK14,10.1016/J.COMCOM.2014.08.006,https://doi.org/10.1016/j.comcom.2014.08.006,https://dblp.org/rec/journals/comcom/LeeK14,
23,2,1940148,URL#1940148,"[{'@pid': '151/6887', 'text': 'Wesley Waldner'}, {'@pid': '28/6667', 'text': 'Julita Vassileva'}]","Emphasize, don&apos;t filter! - displaying recommendations in Twitter timelines.",RecSys,,313-316,2014,Conference and Workshop Papers,conf/recsys/WaldnerV14,10.1145/2645710.2645762,https://doi.org/10.1145/2645710.2645762,https://dblp.org/rec/conf/recsys/WaldnerV14,
24,2,2021812,URL#2021812,"[{'@pid': '74/2824', 'text': 'Damiano Spina'}, {'@pid': '52/3559', 'text': 'Julio Gonzalo'}, {'@pid': '71/5174', 'text': 'Enrique Amigó'}]",Discovering filter keywords for company name disambiguation in twitter.,Expert Syst. Appl.,40,4986-5003,2013,Journal Articles,journals/eswa/SpinaGA13,10.1016/J.ESWA.2013.03.001,https://doi.org/10.1016/j.eswa.2013.03.001,https://dblp.org/rec/journals/eswa/SpinaGA13,12
25,2,2038477,URL#2038477,"[{'@pid': '97/9488', 'text': 'Changhyun Byun'}, {'@pid': '124/2434', 'text': 'Hyeoncheol Lee'}, {'@pid': '62/5342', 'text': 'Yanggon Kim'}, {'@pid': '124/2363', 'text': 'Kwangmi Ko Kim'}]",Twitter data collecting tool with rule-based filtering and analysis module.,IJWIS,9,184-203,2013,Journal Articles,journals/ijwis/ByunLKK13,10.1108/IJWIS-04-2013-0011,https://doi.org/10.1108/IJWIS-04-2013-0011,https://dblp.org/rec/journals/ijwis/ByunLKK13,3
26,2,2104620,URL#2104620,"[{'@pid': '132/1079', 'text': 'Nazpar Yazdanfar'}, {'@pid': 't/AlexThomo', 'text': 'Alex Thomo'}]",LINK RECOMMENDER - Collaborative-Filtering for Recommending URLs to Twitter Users.,ANT/SEIT,,412-419,2013,Conference and Workshop Papers,conf/ant/YazdanfarT13,10.1016/J.PROCS.2013.06.056,https://doi.org/10.1016/j.procs.2013.06.056,https://dblp.org/rec/conf/ant/YazdanfarT13,
27,2,2188852,URL#2188852,"[{'@pid': '74/7789', 'text': 'Randall Wald'}, {'@pid': 'k/TMKhoshgoftaar', 'text': 'Taghi M. Khoshgoftaar'}, {'@pid': '27/6839', 'text': 'Amri Napolitano'}]",Filter- and wrapper-based feature selection for predicting user interaction with Twitter bots.,IRI,,416-423,2013,Conference and Workshop Papers,conf/iri/WaldKN13a,10.1109/IRI.2013.6642501,https://doi.org/10.1109/IRI.2013.6642501,https://dblp.org/rec/conf/iri/WaldKN13a,
28,2,2229442,URL#2229442,"[{'@pid': '49/4967', 'text': 'Igor Santos'}, {'@pid': '142/1390', 'text': 'Igor Miñambres-Marcos'}, {'@pid': '57/7795', 'text': 'Carlos Laorden'}, {'@pid': '66/9728', 'text': 'Patxi Galán-García'}, {'@pid': '125/0046', 'text': 'Aitor Santamaría-Ibirika'}, {'@pid': '35/6923', 'text': 'Pablo García Bringas'}]",Twitter Content-Based Spam Filtering.,SOCO-CISIS-ICEUTE,,449-458,2013,Conference and Workshop Papers,conf/softcomp/SantosMLGSB13,10.1007/978-3-319-01854-6_46,https://doi.org/10.1007/978-3-319-01854-6_46,https://dblp.org/rec/conf/softcomp/SantosMLGSB13,
29,2,2243123,URL#2243123,"[{'@pid': '23/8581', 'text': 'Diego Marinho de Oliveira'}, {'@pid': 'l/AHFLaender', 'text': 'Alberto H. F. Laender'}, {'@pid': '12/919', 'text': 'Adriano Veloso'}, {'@pid': 's/ASdaSilva', 'text': 'Altigran Soares da Silva'}]",FS-NER - a lightweight filter-stream approach to named entity recognition on twitter data.,WWW,,597-604,2013,Conference and Workshop Papers,conf/www/OliveiraLVS13,10.1145/2487788.2488003,https://doi.org/10.1145/2487788.2488003,https://dblp.org/rec/conf/www/OliveiraLVS13,
30,2,2384821,URL#2384821,"[{'@pid': '48/2412', 'text': 'Jennifer Golbeck'}]",The twitter mute button - a web filtering challenge.,CHI,,2755-2758,2012,Conference and Workshop Papers,conf/chi/Golbeck12,10.1145/2207676.2208673,https://doi.org/10.1145/2207676.2208673,https://dblp.org/rec/conf/chi/Golbeck12,
31,2,2414784,URL#2414784,"[{'@pid': '44/6279', 'text': 'Son Doan'}, {'@pid': '71/4212', 'text': 'Lucila Ohno-Machado'}, {'@pid': '90/2619', 'text': 'Nigel Collier'}]",Enhancing Twitter Data Analysis with Simple Semantic Filtering - Example in Tracking Influenza-Like Illnesses.,HISB,,62-71,2012,Conference and Workshop Papers,conf/hisb/DoanOC12,10.1109/HISB.2012.21,https://doi.org/10.1109/HISB.2012.21,https://dblp.org/rec/conf/hisb/DoanOC12,
32,2,2484205,URL#2484205,"[{'@pid': '64/8779', 'text': 'Sandra Garcia Esparza'}, {'@pid': '34/4255', 'text': 'Michael P. O&apos;Mahony'}, {'@pid': 's/BarrySmyth', 'text': 'Barry Smyth'}]",Towards the Profiling of Twitter Users for Topic-Based Filtering.,SGAI Conf.,,273-286,2012,Conference and Workshop Papers,conf/sgai/EsparzaOS12,10.1007/978-1-4471-4739-8_22,https://doi.org/10.1007/978-1-4471-4739-8_22,https://dblp.org/rec/conf/sgai/EsparzaOS12,
33,2,2487601,URL#2487601,"[{'@pid': '52/5979', 'text': 'Takumi Ichimura'}, {'@pid': '122/2202', 'text': 'Shin Kamada'}]",A generation method of filtering rules of Twitter via smartphone based Participatory Sensing system for tourist by interactive GHSOM and C4.5.,SMC,,110-115,2012,Conference and Workshop Papers,conf/smc/IchimuraK12,10.1109/ICSMC.2012.6377685,https://doi.org/10.1109/ICSMC.2012.6377685,https://dblp.org/rec/conf/smc/IchimuraK12,
34,2,2636568,URL#2636568,"[{'@pid': '74/2824', 'text': 'Damiano Spina'}, {'@pid': '71/5174', 'text': 'Enrique Amigó'}, {'@pid': '52/3559', 'text': 'Julio Gonzalo'}]",Filter Keywords and Majority Class Strategies for Company Name Disambiguation in Twitter.,CLEF,,50-61,2011,Conference and Workshop Papers,conf/clef/SpinaAG11,10.1007/978-3-642-23708-9_7,https://doi.org/10.1007/978-3-642-23708-9_7,https://dblp.org/rec/conf/clef/SpinaAG11,
35,2,2725625,URL#2725625,"[{'@pid': '66/10928', 'text': 'Jonghyuk Song'}, {'@pid': '17/5702-1', 'text': 'Sangho Lee 0001'}, {'@pid': '46/2217', 'text': 'Jong Kim 0001'}]",Spam Filtering in Twitter Using Sender-Receiver Relationship.,RAID,,301-317,2011,Conference and Workshop Papers,conf/raid/SongLK11,10.1007/978-3-642-23644-0_16,https://doi.org/10.1007/978-3-642-23644-0_16,https://dblp.org/rec/conf/raid/SongLK11,
36,2,2744142,URL#2744142,"[{'@pid': '136/4246', 'text': 'Pascal Jürgens'}, {'@pid': '136/4224', 'text': 'Andreas Jungherr'}, {'@pid': '136/4225', 'text': 'Harald Schoen'}]",Small worlds with a difference - new gatekeepers and the filtering of political information on Twitter.,WebSci,,21:1-21:5,2011,Conference and Workshop Papers,conf/websci/JurgensJS11,10.1145/2527031.2527034,https://doi.org/10.1145/2527031.2527034,https://dblp.org/rec/conf/websci/JurgensJS11,
37,2,2954385,URL#2954385,"[{'@pid': '75/8779', 'text': 'John Hannon'}, {'@pid': '57/6301', 'text': 'Mike Bennett'}, {'@pid': 's/BarrySmyth', 'text': 'Barry Smyth'}]",Recommending twitter users to follow using content and collaborative filtering approaches.,RecSys,,199-206,2010,Conference and Workshop Papers,conf/recsys/HannonBS10,10.1145/1864708.1864746,https://doi.org/10.1145/1864708.1864746,https://dblp.org/rec/conf/recsys/HannonBS10,
38,2,2961023,URL#2961023,"[{'@pid': '24/8313', 'text': 'Bharath Sriram'}, {'@pid': '70/8313', 'text': 'Dave Fuhry'}, {'@pid': '27/1002', 'text': 'Engin Demir'}, {'@pid': 'f/HFerhatosmanoglu', 'text': 'Hakan Ferhatosmanoglu'}, {'@pid': '11/6409', 'text': 'Murat Demirbas'}]",Short text classification in twitter to improve information filtering.,SIGIR,,841-842,2010,Conference and Workshop Papers,conf/sigir/SriramFDFD10,10.1145/1835449.1835643,https://doi.org/10.1145/1835449.1835643,https://dblp.org/rec/conf/sigir/SriramFDFD10,
39,,,,"[{'authorId': '49479696', 'name': 'Michael D. Conover', 'url': 'https://www.semanticscholar.org/author/49479696'}, {'authorId': '145621244', 'name': 'Bruno Gonçalves', 'url': 'https://www.semanticscholar.org/author/145621244'}, {'authorId': '2951268', 'name': 'Jacob Ratkiewicz', 'url': 'https://www.semanticscholar.org/author/2951268'}, {'authorId': '1769960', 'name': 'Alessandro Flammini', 'url': 'https://www.semanticscholar.org/author/1769960'}, {'authorId': '143653472', 'name': 'Filippo Menczer', 'url': 'https://www.semanticscholar.org/author/143653472'}]",Predicting the Political Alignment of Twitter Users,"2011 IEEE Third Int'l Conference on Privacy, Security, Risk and Trust and 2011 IEEE Third Int'l Conference on Social Computing",,,2011,,,10.1109/PASSAT/SocialCom.2011.34,,https://www.semanticscholar.org/paper/a115c5b0ce8ca5679324ed895e044d3215f74087,
40,,,,"[{'authorId': '1994425', 'name': 'Majed A. AlRubaian', 'url': 'https://www.semanticscholar.org/author/1994425'}, {'authorId': '1397294826', 'name': 'Muhammad Al-Qurishi', 'url': 'https://www.semanticscholar.org/author/1397294826'}, {'authorId': '3030353', 'name': 'Atif Alamri', 'url': 'https://www.semanticscholar.org/author/3030353'}, {'authorId': '3101076', 'name': 'Mabrook S. Alrakhami', 'url': 'https://www.semanticscholar.org/author/3101076'}, {'authorId': '1745717', 'name': 'Mohammad Mehedi Hassan', 'url': 'https://www.semanticscholar.org/author/1745717'}, {'authorId': '1691577', 'name': 'Giancarlo Fortino', 'url': 'https://www.semanticscholar.org/author/1691577'}]",Credibility in Online Social Networks: A Survey,IEEE Access,,,2019,,,10.1109/ACCESS.2018.2886314,,https://www.semanticscholar.org/paper/5730b2eb087d2c5ae4212553e1b6571675bcdc6a,
41,,,,"[{'authorId': '2385644', 'name': 'Dennis Kergl', 'url': 'https://www.semanticscholar.org/author/2385644'}, {'authorId': '2305102', 'name': 'Robert Roedler', 'url': 'https://www.semanticscholar.org/author/2305102'}, {'authorId': '2354428', 'name': 'Sebastian Seeber', 'url': 'https://www.semanticscholar.org/author/2354428'}]",On the endogenesis of Twitter's Spritzer and Gardenhose sample streams,2014 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM 2014),,,2014,,,10.1109/ASONAM.2014.6921610,,https://www.semanticscholar.org/paper/62d5f3f1b7d06645e88d82b55a70c4e3e9973068,
42,,,,"[{'authorId': '119173619', 'name': 'Alex Frino', 'url': 'https://www.semanticscholar.org/author/119173619'}, {'authorId': '2302650', 'name': 'David R. Gallagher', 'url': 'https://www.semanticscholar.org/author/2302650'}]",Tracking S&P 500 Index Funds,,,,2001,,,10.3905/jpm.2001.319822,,https://www.semanticscholar.org/paper/b9b608ebe4913ebe21ccad86917fbf6286c4c23c,
43,,,,"[{'authorId': '50534165', 'name': 'Eli Bartov', 'url': 'https://www.semanticscholar.org/author/50534165'}, {'authorId': '83279718', 'name': 'Lucile Faurel', 'url': 'https://www.semanticscholar.org/author/83279718'}, {'authorId': '3428581', 'name': 'Partha S. Mohanram', 'url': 'https://www.semanticscholar.org/author/3428581'}]",Can Twitter Help Predict Firm-Level Earnings and Stock Returns?,,,,2018,,,10.2308/accr-51865,,https://www.semanticscholar.org/paper/76cc2178486bfe2488caaece5b6c9a686525c33e,
44,,,,"[{'authorId': '4881881', 'name': 'Derek Ruths', 'url': 'https://www.semanticscholar.org/author/4881881'}, {'authorId': '145931035', 'name': 'Jürgen Pfeffer', 'url': 'https://www.semanticscholar.org/author/145931035'}]",Social media for large studies of behavior,Science,,,2014,,,10.1126/science.346.6213.1063,,https://www.semanticscholar.org/paper/cfb7e8f42e45b2899d7141653a31d53c7210dc2d,
45,,,,"[{'authorId': '145668771', 'name': 'Carlos Castillo', 'url': 'https://www.semanticscholar.org/author/145668771'}, {'authorId': '145893609', 'name': 'Marcelo Mendoza', 'url': 'https://www.semanticscholar.org/author/145893609'}, {'authorId': '2272762', 'name': 'Barbara Poblete', 'url': 'https://www.semanticscholar.org/author/2272762'}]",Predicting information credibility in time-sensitive social media,Internet Res.,,,2013,,,10.1108/IntR-05-2012-0095,,https://www.semanticscholar.org/paper/c4412f81b3834b71d11292b19d0b3cb125df0df6,
46,,,,"[{'authorId': '3371403', 'name': 'Jon M. Kleinberg', 'url': 'https://www.semanticscholar.org/author/3371403'}]",Authoritative sources in a hyperlinked environment,SODA '98,,,1998,,,10.1145/324133.324140,,https://www.semanticscholar.org/paper/f1962baa356e10c4fd936b9e9f910869a5864a75,
47,,,,"[{'authorId': '69965019', 'name': 'Harald Schoen', 'url': 'https://www.semanticscholar.org/author/69965019'}, {'authorId': '3225415', 'name': 'Daniel Gayo-Avello', 'url': 'https://www.semanticscholar.org/author/3225415'}, {'authorId': '2806143', 'name': 'Panagiotis Takis Metaxas', 'url': 'https://www.semanticscholar.org/author/2806143'}, {'authorId': '2261457', 'name': 'Eni Mustafaraj', 'url': 'https://www.semanticscholar.org/author/2261457'}, {'authorId': '1743043', 'name': 'Markus Strohmaier', 'url': 'https://www.semanticscholar.org/author/1743043'}, {'authorId': '39711148', 'name': 'Peter A. Gloor', 'url': 'https://www.semanticscholar.org/author/39711148'}]",The power of prediction with social media,Internet Res.,,,2013,,,10.1108/IntR-06-2013-0115,,https://www.semanticscholar.org/paper/0334921ba7350f35fccbcdff9004d9b184c01ef1,
48,,,,"[{'authorId': '49167055', 'name': 'Bing Liu', 'url': 'https://www.semanticscholar.org/author/49167055'}]",Sentiment Analysis and Opinion Mining,Synthesis Lectures on Human Language Technologies,,,2012,,,10.2200/S00416ED1V01Y201204HLT016,,https://www.semanticscholar.org/paper/33c95f4d13958e65e676a9cd64bd4d8df0fdb44d,
49,,,,"[{'authorId': '153387516', 'name': 'Thien Hai Nguyen', 'url': 'https://www.semanticscholar.org/author/153387516'}, {'authorId': '2173767', 'name': 'Kiyoaki Shirai', 'url': 'https://www.semanticscholar.org/author/2173767'}, {'authorId': '1755585', 'name': 'Julien Velcin', 'url': 'https://www.semanticscholar.org/author/1755585'}]",Sentiment analysis on social media for stock movement prediction,Expert Syst. Appl.,,,2015,,,10.1016/j.eswa.2015.07.052,,https://www.semanticscholar.org/paper/ae6979ff80b2204a5cdf0510b8037bd472648040,
50,,,,"[{'authorId': '1870716', 'name': 'Harshavardhan Achrekar', 'url': 'https://www.semanticscholar.org/author/1870716'}, {'authorId': '1783355', 'name': 'Avinash Gandhe', 'url': 'https://www.semanticscholar.org/author/1783355'}, {'authorId': '2279128', 'name': 'Ross Lazarus', 'url': 'https://www.semanticscholar.org/author/2279128'}, {'authorId': '1913214', 'name': 'Ssu-Hsin Yu', 'url': 'https://www.semanticscholar.org/author/1913214'}, {'authorId': '1761508', 'name': 'Benyuan Liu', 'url': 'https://www.semanticscholar.org/author/1761508'}]",Predicting Flu Trends using Twitter data,2011 IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),,,2011,,,10.1109/INFCOMW.2011.5928903,,https://www.semanticscholar.org/paper/f531e75597371f082b17afecd84c91fdd53bb015,
51,,,,"[{'authorId': '145651555', 'name': 'Nuno Oliveira', 'url': 'https://www.semanticscholar.org/author/145651555'}, {'authorId': '145286037', 'name': 'Paulo Cortez', 'url': 'https://www.semanticscholar.org/author/145286037'}, {'authorId': '2548559', 'name': 'Nelson Areal', 'url': 'https://www.semanticscholar.org/author/2548559'}]","The impact of microblogging data for stock market prediction: Using Twitter to predict returns, volatility, trading volume and survey sentiment indices",Expert Syst. Appl.,,,2017,,,10.1016/j.eswa.2016.12.036,,https://www.semanticscholar.org/paper/67a38c0ff27d7a53f630857a925865e5de6a3795,
